station id, station name, valid,povp. tlak [hPa],količina padavin [mm],hitrost vetra [m/s]
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 00:00,976,0,1
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 00:10,975,,0.6
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 00:20,975,,1.2
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 00:30,975,0,1.5
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 00:40,975,,1.4
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 00:50,975,,1.5
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 01:00,975,0,1.2
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 01:10,975,,1
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 01:20,975,,0.9
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 01:30,975,0,1
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 01:40,975,,1.3
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 01:50,975,,0.8
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 02:00,975,0,1.2
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 02:10,975,,1.1
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 02:20,975,,0.7
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 02:30,975,0,0.8
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 02:40,975,,1.1
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 02:50,975,,1.4
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 03:00,975,0,0.7
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 03:10,975,,1
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 03:20,975,,1.4
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 03:30,975,0,0.9
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 03:40,975,,0.5
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 03:50,975,,0.4
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 04:00,976,0,1
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 04:10,976,,1.4
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 04:20,976,,1.8
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 04:30,976,0,2.1
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 04:40,976,,1.7
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 04:50,976,,1.9
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 05:00,976,0,0.5
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 05:10,976,,0.9
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 05:20,976,,2.5
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 05:30,976,0,2.1
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 05:40,976,,1.9
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 05:50,976,,1.6
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 06:00,976,0,1.2
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 06:10,976,,0.5
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 06:20,976,,0.5
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 06:30,977,0,0.7
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 06:40,976,,0.4
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 06:50,977,,1
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 07:00,976,0,1
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 07:10,977,,0.6
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 07:20,977,,0.4
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 07:30,977,0,0.4
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 07:40,977,,0.9
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 07:50,977,,1.8
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 08:00,977,0,2.7
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 08:10,977,,2.5
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 08:20,977,,2.2
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 08:30,977,0,2.3
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 08:40,977,,1.9
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 08:50,977,,1.5
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 09:00,977,0,1.1
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 09:10,977,,1.7
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 09:20,977,,1.9
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 09:30,977,0,1.2
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 09:40,977,,1.4
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 09:50,977,,1
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 10:00,977,0,0.8
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 10:10,977,,1
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 10:20,977,,1.1
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 10:30,977,0,1.2
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 10:40,977,,1.4
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 10:50,977,,1.1
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 11:00,977,0,2.1
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 11:10,977,,1.4
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 11:20,977,,1
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 11:30,977,0,1.6
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 11:40,977,,2.2
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 11:50,977,,1.7
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 12:00,977,0,1.2
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 12:10,977,,1.3
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 12:20,977,,1.1
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 12:30,977,0,1.7
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 12:40,977,,1.6
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 12:50,977,,1.8
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 13:00,977,0,2
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 13:10,977,,1.5
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 13:20,977,,2.5
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 13:30,977,0,1.9
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 13:40,977,,2.8
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 13:50,977,,2.4
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 14:00,976,0,1.5
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 14:10,976,,2.1
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 14:20,976,,1.7
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 14:30,976,0,1.9
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 14:40,976,,2.8
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 14:50,976,,1.7
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 15:00,976,0,1.8
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 15:10,976,,2.3
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 15:20,976,,3
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 15:30,976,0,4.3
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 15:40,976,,3.9
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 15:50,976,,3.6
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 16:00,976,0,4
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 16:10,976,,3.3
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 16:20,976,,3.4
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 16:30,976,0,3.2
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 16:40,976,,4.3
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 16:50,976,,3.6
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 17:00,976,0,3.7
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 17:10,976,,3.7
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 17:20,976,,4.2
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 17:30,976,0,3.8
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 17:40,976,,3.1
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 17:50,976,,3.8
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 18:00,976,0,3.1
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 18:10,976,,2.4
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 18:20,976,,3
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 18:30,976,0,2.4
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 18:40,976,,1.8
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 18:50,977,,1.7
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 19:00,977,0,2.2
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 19:10,977,,2.5
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 19:20,977,,2.6
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 19:30,977,0,2.2
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 19:40,977,,2.4
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 19:50,977,,2.4
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 20:00,977,0,2.4
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 20:10,977,,2.1
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 20:20,977,,2
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 20:30,978,0,1.7
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 20:40,978,,1.8
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 20:50,978,,1.7
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 21:00,978,0,2
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 21:10,978,,2.1
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 21:20,978,,2.6
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 21:30,978,0,2
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 21:40,978,,2.6
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 21:50,978,,2.8
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 22:00,978,0,2.2
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 22:10,978,,1.6
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 22:20,978,,1.7
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 22:30,978,0,2.3
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 22:40,978,,1.9
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 22:50,978,,2.4
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 23:00,978,0,2.6
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 23:10,979,,2.5
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 23:20,979,,1.7
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 23:30,979,0,2.2
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 23:40,979,,2.3
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,16/08/2022 23:50,979,,2.2
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 00:00,979,0,1
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 00:10,979,,0.6
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 00:20,979,,1.1
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 00:30,978,0,1.8
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 00:40,978,,2
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 00:50,978,,1.5
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 01:00,979,0,1.6
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 01:10,979,,1.7
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 01:20,979,,2.6
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 01:30,979,0,2.5
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 01:40,979,,1.9
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 01:50,979,,1
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 02:00,979,0,0.8
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 02:10,979,,0.5
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 02:20,979,,0.8
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 02:30,979,0,0.8
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 02:40,979,,1.3
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 02:50,979,,1.8
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 03:00,979,0,0.9
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 03:10,979,,0.9
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 03:20,979,,0.8
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 03:30,979,0,0.5
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 03:40,979,,0.5
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 03:50,979,,0.6
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 04:00,979,0,0.6
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 04:10,979,,1.1
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 04:20,979,,1
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 04:30,979,0,1
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 04:40,979,,0.9
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 04:50,979,,0.8
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 05:00,979,0,0.7
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 05:10,979,,0.8
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 05:20,979,,1.1
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 05:30,979,0,1.2
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 05:40,979,,0.7
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 05:50,979,,0.4
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 06:00,979,0,0.5
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 06:10,979,,0.9
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 06:20,979,,0.8
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 06:30,979,0,0.9
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 06:40,979,,0.9
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 06:50,979,,1.5
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 07:00,979,0,1.3
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 07:10,979,,1.2
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 07:20,979,,1.6
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 07:30,979,0,1
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 07:40,979,,0.8
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 07:50,979,,0.9
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 08:00,979,0,0.8
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 08:10,979,,1
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 08:20,979,,0.9
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 08:30,979,0,1.4
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 08:40,979,,0.6
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 08:50,979,,1.5
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 09:00,979,0,2.3
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 09:10,979,,3.4
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 09:20,979,,3.1
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 09:30,979,0,3.1
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 09:40,979,,3.3
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 09:50,979,,3.8
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 10:00,979,0,2.8
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 10:10,979,,2.2
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 10:20,979,,2.9
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 10:30,979,0,2.9
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 10:40,978,,2.9
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 10:50,978,,3.3
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 11:00,978,0,3.1
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 11:10,978,,4.1
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 11:20,978,,4.4
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 11:30,978,0,4.7
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 11:40,978,,4.9
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 11:50,978,,5.3
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 12:00,978,0,4.7
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 12:10,978,,4.8
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 12:20,978,,4.8
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 12:30,978,0,4.5
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 12:40,978,,5
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 12:50,978,,5.4
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 13:00,978,0,5.8
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 13:10,978,,4.8
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 13:20,978,,3.9
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 13:30,978,0,5.6
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 13:40,978,,6.1
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 13:50,978,,5.5
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 14:00,978,0,5.1
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 14:10,978,,5.4
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 14:20,978,,6.3
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 14:30,978,0,5.9
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 14:40,978,,6.1
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 14:50,977,,5.1
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 15:00,977,0,5.7
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 15:10,977,,5.6
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 15:20,977,,5.6
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 15:30,977,0,5.2
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 15:40,977,,4.6
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 15:50,977,,4.4
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 16:00,977,0,5.8
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 16:10,977,,5.1
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 16:20,977,,5.5
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 16:30,977,0,4.5
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 16:40,977,,5.2
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 16:50,977,,5.8
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 17:00,977,0,5.2
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 17:10,977,,5
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 17:20,977,,5.4
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 17:30,977,0,5.3
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 17:40,977,,5.3
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 17:50,977,,5
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 18:00,977,0,4
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 18:10,977,,4.8
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 18:20,977,,4.4
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 18:30,977,0,3.4
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 18:40,977,,2.9
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 18:50,977,,3.1
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 19:00,977,0,2.8
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 19:10,977,,2.6
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 19:20,977,,2.9
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 19:30,977,0,2.7
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 19:40,977,,2.7
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 19:50,977,,3.8
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 20:00,977,0,3.6
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 20:10,978,,2.3
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 20:20,978,,2.5
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 20:30,978,0,2.8
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 20:40,978,,3.1
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 20:50,979,,2.6
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 21:00,979,0,2.7
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 21:10,979,,3.3
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 21:20,979,,2.9
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 21:30,979,0,2.4
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 21:40,979,,2.9
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 21:50,980,,3.6
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 22:00,980,0,3
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 22:10,980,,2.4
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 22:20,979,,1.9
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 22:30,978,0,1.3
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 22:40,978,,2
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 22:50,979,,2.3
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 23:00,979,0,3.2
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 23:10,979,,2.8
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 23:20,979,,2.2
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 23:30,979,0,1.7
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 23:40,979,,2.2
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,17/08/2022 23:50,978,,2
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,18/08/2022 00:00,978,0,2.1
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,18/08/2022 00:10,978,,2.6
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,18/08/2022 00:20,978,,2.6
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,18/08/2022 00:30,978,0,3.1
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,18/08/2022 00:40,978,,1.4
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,18/08/2022 00:50,978,,0.8
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,18/08/2022 01:00,978,0,1.4
,,,,,
_1828,LJUBLJANA - BEŽIGRAD,18/08/2022 01:10,978,,2.6
,,,,,
